Location,Plug,Point_ID,Population,Plot,Point ID,Plot_Point,δ13CVPDB (‰),Total C (µg),Sample Weight (mg) from Sample List,Collection Date #1,Stem length (cm) #1,Filename of flower JPG #1,Flower Diameter #1 (cm),Collection Date #2,Stem length (cm) #2,Filename of flower JPG #2,Flower Diameter #2 (cm),Collection Date #3,Stem length (cm) #3,Filename of flower JPG #3,Flower Diameter #3 (cm),Date of sowing,Date of Germination,Date of First Flower,Date of First Fruit Collection,Date of Last Fruit Collection,Date of first (closed) fruit collection from envelope,Date of first (dehisced) fruit collection from envelope,Days from sowing to germination,Days from germination to flowering,Days from sowing to flowering,Days from Sowing to First Fruit collection,Days from first flower to first fruit,Total number of closed fruits collected (lifetime),Total number of filled seeds in all closed fruits,Mean seeds per closed fruit,Total number of dehisced fruits,Total number of all fruits,Above-ground Skeleton Biomass (g),,Notes
1.11.8,5E,BO_050,BO,50,P2,BO_050_P2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/14/19,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.11.8,5I,BO_050,BO,50,P3,BO_050_P3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/14/19,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.11.8,25A,BO_050,BO,50,P4,BO_050_P4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.11.8,25E,BO_050,BO,50,P5,BO_050_P5,-29.073,979.1538,3.1,4/22/19,3.9,IMG_4357,2.59,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,5/6/19,6/11/19,5/7/19,NA,27,105,132,146,14,4,11,2.75,NA,4,0.0583,,
1.11.8,25I,BO_050,BO,50,P6,BO_050_P6,-28.6038,615.9346,2,5/7/19,11.7,IMG_4526,2.23,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,5/13/19,5/13/19,5/13/19,NA,27,112,139,153,14,4,4,1,NA,4,0.0714,,
1.11.8,45A,BO_050,BO,50,P7,BO_050_P7,-30.2665,466.8082,1.5,4/22/19,3.8,IMG_4358,2.69,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,6/3/19,6/3/19,6/4/19,NA,27,105,132,174,42,1,2,2,NA,1,0.02,,
1.11.8,45E,BO_050,BO,50,P8,BO_050_P8,-29.5066,924.9648,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/14/19,4/22/19,6/11/19,6/11/19,6/10/19,6/10/19,34,98,132,182,50,1,0,0,2,3,0.0355,,
1.11.8,45I,BO_050,BO,50,P9,BO_050_P9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.12.0,5A,BO_051,BO,51,P1,BO_051_P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.12.0,5E,BO_051,BO,51,P2,BO_051_P2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.12.0,5I,BO_051,BO,51,P3,BO_051_P3,-30.2528,562.6091,1.7,4/22/19,5.1,IMG_4359,2.77,4/30/19,11.7,IMG_4463,2.72,4/30/19,10.6,IMG_4464,2.71,12/11/18,1/7/19,4/22/19,5/13/19,6/11/19,5/27/19,5/13/19,27,105,132,153,21,7,23,3.29,8,15,0.0406,,
1.12.0,25A,BO_051,BO,51,P4,BO_051_P4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.12.0,25E,BO_051,BO,51,P5,BO_051_P5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.12.0,25I,BO_051,BO,51,P6,BO_051_P6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.12.0,45A,BO_051,BO,51,P7,BO_051_P7,-29.9875,396.2577,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,6/3/19,6/3/19,6/4/19,6/4/19,27,112,139,174,35,1,4,4,1,2,0.0133,,
1.12.0,45E,BO_051,BO,51,P8,BO_051_P8,-30.1718,954.3309,2.7,4/30/19,7,IMG_4465,2.77,5/7/19,7.8,IMG_4529,2.44,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,5/13/19,6/3/19,5/13/19,5/13/19,27,112,139,153,14,4,6,1.5,2,6,0.1388,,
1.12.0,45I,BO_051,BO,51,P9,BO_051_P9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.12.2,5A,BO_052,BO,52,P1,BO_052_P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.12.2,5E,BO_052,BO,52,P2,BO_052_P2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.12.2,5I,BO_052,BO,52,P3,BO_052_P3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,5/20/19,NA,NA,NA,NA,27,133,160,NA,NA,NA,NA,NA,NA,NA,NA,,
1.12.2,25A,BO_052,BO,52,P4,BO_052_P4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.12.2,25E,BO_052,BO,52,P5,BO_052_P5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.12.2,25I,BO_052,BO,52,P6,BO_052_P6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.12.2,45A,BO_052,BO,52,P7,BO_052_P7,-29.9963,428.1308,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,NA,NA,NA,NA,27,105,132,NA,NA,NA,NA,NA,NA,NA,0.0226,,
1.12.2,45E,BO_052,BO,52,P8,BO_052_P8,-29.246,720.91,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,NA,NA,NA,NA,27,112,139,NA,NA,NA,NA,NA,NA,NA,0.0095,,
1.12.2,45I,BO_052,BO,52,P9,BO_052_P9,-29.6709,590.8703,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,NA,NA,NA,NA,27,112,139,NA,NA,NA,NA,NA,NA,NA,0.0536,,
1.12.6,5A,BO_053,BO,53,P1,BO_053_P1,-31.0814,768.4765,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/14/19,4/29/19,5/13/19,6/3/19,5/13/19,NA,34,105,139,153,14,3,12,4,NA,3,0.05,,
1.12.6,5E,BO_053,BO,53,P2,BO_053_P2,-29.649,536.5282,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/15/19,5/6/19,6/11/19,5/7/19,NA,27,98,125,146,21,3,1,0.33,NA,3,0.015,,
1.12.6,5I,BO_053,BO,53,P3,BO_053_P3,-30.8555,448.8298,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,6/3/19,6/3/19,6/4/19,NA,27,112,139,174,35,1,3,3,NA,1,0.0138,,
1.12.6,25A,BO_053,BO,53,P4,BO_053_P4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.12.6,25E,BO_053,BO,53,P5,BO_053_P5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/14/19,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.12.6,25I,BO_053,BO,53,P6,BO_053_P6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.12.6,45A,BO_053,BO,53,P7,BO_053_P7,NA,NA,NA,4/22/19,2.1,IMG_4360,1.36,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,NA,NA,NA,NA,27,105,132,NA,NA,NA,NA,NA,NA,NA,NA,,
1.12.6,45E,BO_053,BO,53,P8,BO_053_P8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,5/28/19,6/11/19,5/27/19,NA,27,112,139,168,29,2,4,2,NA,2,NA,,
1.12.6,45I,BO_053,BO,53,P9,BO_053_P9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.12.8,5A,BO_054,BO,54,P1,BO_054_P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.12.8,5E,BO_054,BO,54,P2,BO_054_P2,-30.5718,707.6344,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,6/3/19,6/3/19,NA,6/4/19,27,105,132,174,42,NA,NA,NA,1,1,NA,,
1.12.8,5I,BO_054,BO,54,P3,BO_054_P3,-30.9657,431.1177,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,6/3/19,6/3/19,NA,6/4/19,27,112,139,174,35,NA,NA,NA,1,1,0.0138,,
1.12.8,25A,BO_054,BO,54,P4,BO_054_P4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,5/27/19,NA,NA,NA,NA,27,140,167,NA,NA,NA,NA,NA,NA,NA,NA,,
1.12.8,25E,BO_054,BO,54,P5,BO_054_P5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.12.8,25I,BO_054,BO,54,P6,BO_054_P6,-30.7122,623.9133,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,5/28/19,5/28/19,5/27/19,NA,27,105,132,168,36,1,0,0,NA,1,0.0506,,
1.12.8,45A,BO_054,BO,54,P7,BO_054_P7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,NA,NA,NA,NA,27,105,132,NA,NA,NA,NA,NA,NA,NA,NA,,
1.12.8,45E,BO_054,BO,54,P8,BO_054_P8,-31.4081,465.8854,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0088,,
1.12.8,45I,BO_054,BO,54,P9,BO_054_P9,-30.0394,881.4422,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,5/13/19,6/3/19,5/13/19,NA,27,112,139,153,14,3,2,0.67,NA,3,0.0661,,
1.13.0,5A,BO_055,BO,55,P1,BO_055_P1,-30.0186,901.9704,2.7,4/16/19,3.5,IMG-4186,2.99,4/30/19,10.5,IMG_4466,2.5,4/30/19,9.4,IMG_4467,2.33,12/11/18,1/7/19,4/15/19,5/13/19,5/28/19,5/13/19,5/27/19,27,98,125,153,28,3,5,1.67,1,4,0.0897,,
1.13.0,5E,BO_055,BO,55,P2,BO_055_P2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.13.0,5I,BO_055,BO,55,P3,BO_055_P3,-31.0523,719.2496,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/14/19,4/22/19,5/13/19,6/3/19,5/13/19,6/4/19,34,98,132,153,21,3,12,4,1,4,0.0292,,
1.13.0,25A,BO_055,BO,55,P4,BO_055_P4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.13.0,25E,BO_055,BO,55,P5,BO_055_P5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.13.0,25I,BO_055,BO,55,P6,BO_055_P6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/14/19,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.13.0,45A,BO_055,BO,55,P7,BO_055_P7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.13.0,45E,BO_055,BO,55,P8,BO_055_P8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.13.0,45I,BO_055,BO,55,P9,BO_055_P9,-30.8789,638.4806,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,6/3/19,6/3/19,6/4/19,NA,27,112,139,174,35,1,4,4,NA,1,0.0142,,
1.13.2,5A,BO_056,BO,56,P1,BO_056_P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,NA,NA,NA,NA,27,112,139,NA,NA,NA,NA,NA,NA,NA,NA,,
1.13.2,5E,BO_056,BO,56,P2,BO_056_P2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.13.2,5I,BO_056,BO,56,P3,BO_056_P3,-29.8928,330.3596,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/15/19,5/6/19,5/6/19,5/6/19,NA,27,98,125,146,21,1,2,2,NA,1,0.0096,,
1.13.2,25A,BO_056,BO,56,P4,BO_056_P4,-30.8564,377.0523,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,5/28/19,6/11/19,5/27/19,NA,27,112,139,168,29,2,3,1.5,NA,2,0.0139,,
1.13.2,25E,BO_056,BO,56,P5,BO_056_P5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.13.2,25I,BO_056,BO,56,P6,BO_056_P6,-29.4864,476.735,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,5/13/19,6/3/19,5/13/19,NA,27,112,139,153,14,2,4,2,NA,2,0.0224,,
1.13.2,45A,BO_056,BO,56,P7,BO_056_P7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.13.2,45E,BO_056,BO,56,P8,BO_056_P8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.13.2,45I,BO_056,BO,56,P9,BO_056_P9,-30.4295,451.363,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,5/28/19,6/11/19,5/27/19,NA,27,112,139,168,29,4,16,4,NA,4,0.0412,,
1.13.4,5A,BO_057,BO,57,P1,BO_057_P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.13.4,5E,BO_057,BO,57,P2,BO_057_P2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,NA,NA,NA,NA,27,112,139,NA,NA,NA,NA,NA,NA,NA,NA,,
1.13.4,5I,BO_057,BO,57,P3,BO_057_P3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.13.4,25A,BO_057,BO,57,P4,BO_057_P4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.13.4,25E,BO_057,BO,57,P5,BO_057_P5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.13.4,25I,BO_057,BO,57,P6,BO_057_P6,-30.9564,416.4229,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,5/28/19,5/28/19,5/27/19,NA,27,112,139,168,29,1,6,6,NA,1,0.019,,
1.13.4,45A,BO_057,BO,57,P7,BO_057_P7,-31.2104,607.9628,2.1,5/7/19,13,IMG_4531,1.85,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,5/28/19,5/28/19,5/27/19,NA,27,112,139,168,29,2,3,1.5,NA,2,0.0198,,
1.13.4,45E,BO_057,BO,57,P8,BO_057_P8,-30.4901,759.4204,2.5,4/30/19,6.5,IMG_4468,2.21,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,5/13/19,6/3/19,5/13/19,NA,27,112,139,153,14,2,9,4.5,NA,2,0.0404,,
1.13.4,45I,BO_057,BO,57,P9,BO_057_P9,-30.5877,311.5264,1.1,5/7/19,8.9,IMG_4532,1.16,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,5/6/19,NA,NA,NA,NA,27,119,146,NA,NA,NA,NA,NA,NA,NA,0.0118,,
1.14.0,5A,BO_058,BO,58,P1,BO_058_P1,NA,NA,NA,4/23/19,7.4,IMG_4361,1.56,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,NA,NA,NA,NA,27,105,132,NA,NA,NA,NA,NA,NA,NA,NA,,petals folded inward; cororlla measurement underestimated
1.14.0,5E,BO_058,BO,58,P2,BO_058_P2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.14.0,5I,BO_058,BO,58,P3,BO_058_P3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.14.0,25A,BO_058,BO,58,P4,BO_058_P4,-29.5541,767.7612,2.4,4/30/19,14.6,IMG_4469,2.1,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,5/13/19,6/3/19,5/13/19,6/4/19,27,112,139,153,14,2,0,0,2,4,0.0729,,
1.14.0,25E,BO_058,BO,58,P5,BO_058_P5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.14.0,25I,BO_058,BO,58,P6,BO_058_P6,-30.232,406.1053,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,5/28/19,6/3/19,NA,5/27/19,27,112,139,168,29,NA,NA,NA,2,2,0.0255,,
1.14.0,45A,BO_058,BO,58,P7,BO_058_P7,-28.4667,584.5565,1.7,4/23/19,9,IMG_4362,1.89,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,NA,NA,NA,NA,27,105,132,NA,NA,NA,NA,NA,NA,NA,0.0837,,
1.14.0,45E,BO_058,BO,58,P8,BO_058_P8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,NA,NA,NA,NA,27,112,139,NA,NA,NA,NA,NA,NA,NA,NA,,
1.14.0,45I,BO_058,BO,58,P9,BO_058_P9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.14.2,5A,BO_059,BO,59,P1,BO_059_P1,-29.9385,807.8992,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,6/3/19,6/3/19,NA,6/4/19,27,105,132,174,42,NA,NA,NA,1,1,0.0253,,
1.14.2,5E,BO_059,BO,59,P2,BO_059_P2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,NA,NA,NA,NA,27,105,132,NA,NA,NA,NA,NA,NA,NA,NA,,
1.14.2,5I,BO_059,BO,59,P3,BO_059_P3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.14.2,25A,BO_059,BO,59,P4,BO_059_P4,-32.2922,830.6711,2.7,4/16/19,7.5,IMG-4187,2.52,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/14/19,4/15/19,5/13/19,5/13/19,5/13/19,NA,34,91,125,153,28,1,0,0,NA,1,0.0181,,
1.14.2,25E,BO_059,BO,59,P5,BO_059_P5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.14.2,25I,BO_059,BO,59,P6,BO_059_P6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.14.2,45A,BO_059,BO,59,P7,BO_059_P7,-31.367,504.4962,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,NA,NA,NA,NA,27,105,132,NA,NA,NA,NA,NA,NA,NA,0.0114,,
1.14.2,45E,BO_059,BO,59,P8,BO_059_P8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.14.2,45I,BO_059,BO,59,P9,BO_059_P9,-31.4164,300.8801,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,5/28/19,5/28/19,5/27/19,NA,27,112,139,168,29,2,13,6.5,NA,2,0.0216,,
1.14.4,5A,BO_060,BO,60,P1,BO_060_P1,-30.9723,966.0045,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,5/13/19,5/13/19,5/13/19,NA,27,105,132,153,21,1,0,0,NA,1,0.0166,,
1.14.4,5E,BO_060,BO,60,P2,BO_060_P2,-31.467,473.9636,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,6/3/19,6/3/19,6/4/19,NA,27,105,132,174,42,1,3,3,NA,1,0.0131,,
1.14.4,5I,BO_060,BO,60,P3,BO_060_P3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,6/3/19,6/3/19,NA,6/4/19,27,105,132,174,42,NA,NA,NA,1,1,NA,,
1.14.4,25A,BO_060,BO,60,P4,BO_060_P4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/14/19,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.14.4,25E,BO_060,BO,60,P5,BO_060_P5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.14.4,25I,BO_060,BO,60,P6,BO_060_P6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
